assigned_to,id,doi_link,manuscript_type,novel_biologging,biologging_context,external_data,device_cat,genus,species,habitat,more_species,biologging_availability,conserv*,note,authors,title,source,year,volume,issue,doi,pub_type,source_sheet,access?,reviewed
tjl,mercker2021,doi.org/10.1186/s40462-021-00260-y,M,FALSE,NA,N,NA,NA,NA,NA,N,NA,N,"Simulated habitat and tracking data, rather than using data from biologging","Mercker, M; Schwemmer, P; Peschko, V; Enners, L; Garthe, S",Analysis of local habitat selection and large-scale attraction/avoidance based on animal tracking data: is there a single best method?,MOVEMENT ECOLOGY,2021,9,1,10.1186/s40462-021-00260-y,J,tjl,NA,TRUE
tjl,skarin2008,doi.org/10.2981/0909-6396(2008)14[1:SHPOGR]2.0.CO;2,S,TRUE,W,N,L,Rangifer,tarandus,T,N,N,N,"The reindeer in this study were free-ranging, but semi-domesticated","Skarin, A; Danell, O; Bergstrom, R; Moen, J",Summer habitat preferences of GPS-collared reindeer Rangifer tarandus tarandus,WILDLIFE BIOLOGY,2008,14,1,10.2981/0909-6396(2008)14[1:SHPOGR]2.0.CO;2,J,tjl,NA,TRUE
tjl,mcgranahan2018,doi.org/10.1002/ece3.4094,S,TRUE,D,N,L,Ovis,aries,T,Y,N,Y,"This publication was arguably also a methods paper, since they conducted their study to test a datalogger they created","McGranahan, DA; Geaumont, B; Spiess, JW",Assessment of a livestock GPS collar based on an open-source datalogger informs best practices for logging intensity,ECOLOGY AND EVOLUTION,2018,8,11,10.1002/ece3.4094,J,tjl,NA,TRUE
tjl,naromaciel2018,doi.org/10.3354/esr00922,S,TRUE,W,N,L,Chelonia,mydas,M,N,N,Y,NA,"Naro-Maciel, E; Arengo, F; Galante, P; Vintinner, E; Holmes, KE; Balazs, G; Sterling, EJ","Marine protected areas and migratory species: residency of green turtles at Palmyra Atoll, Central Pacific",ENDANGERED SPECIES RESEARCH,2018,37,NA,10.3354/esr00922,J,tjl,NA,TRUE
tjl,feldt2016,doi.org/10.1186/s13570-016-0052-2,S,TRUE,D,N,L,Bos,indicus,T,Y,N,N,NA,"Feldt, T; Schlecht, E",Analysis of GPS trajectories to assess spatio-temporal differences in grazing patterns and land use preferences of domestic livestock in southwestern Madagascar,PASTORALISM-RESEARCH POLICY AND PRACTICE,2016,6,NA,10.1186/s13570-016-0052-2,J,tjl,NA,TRUE
tjl,bestley2015,doi.org/10.1890/14-0469.1,S,FALSE,W,Y,L,Mirounga,leonina,M,Y,N,N,NA,"Bestley, S; Jonsen, ID; Hindell, MA; Harcourt, RG; Gales, NJ",Taking animal tracking to new depths: synthesizing horizontal-vertical movement relationships for four marine predators,ECOLOGY,2015,96,2,10.1890/14-0469.1,J,tjl,NA,TRUE
tjl,suzuki2014,doi.org/10.1242/bio.20146130,S,TRUE,C,Y,I,Eumetopias,jubatus,M,N,N,N,NA,"Suzuki, I; Sato, K; Fahlman, A; Naito, Y; Miyazaki, N; Trites, AW","Drag, but not buoyancy, affects swim speed in captive Steller sea lions",BIOLOGY OPEN,2014,3,5,10.1242/bio.20146130,J,tjl,NA,TRUE
tjl,maurmann2021,doi.org/10.3390/ani11082370,S,TRUE,D,N,I,Capra,hircus,T,N,N,N,NA,"Maurmann, I; Greiner, BAE; von Korn, S; Bernau, M",Lying Behaviour in Dairy Goats: Effects of a New Automated Feeding System Assessed by Accelerometer Technology,ANIMALS,2021,11,8,10.3390/ani11082370,J,tjl,NA,TRUE
tjl,freitas2009,doi.org/10.3354/meps07725,S,TRUE,W,Y,L,Odobenus,rosmarus,MT,N,N,N,NA,"Freitas, C; Kovacs, KM; Ims, RA; Fedak, MA; Lydersen, C",Deep into the ice: over-wintering and habitat selection in male Atlantic walruses,MARINE ECOLOGY PROGRESS SERIES,2009,375,NA,10.3354/meps07725,J,tjl,NA,TRUE
tjl,shariatinajafabadi2015,doi.org/10.1016/j.ecolind.2015.06.005,S,FALSE,W,Y,L,Branta,leucopsis,MT,N,Y,Y,NA,"Shariati Najafabadi, M; Darvishzadeh, R; Skidmore, AK; Kolzsch, A; Vrieling, A; Nolet, BA; Exo, KM; Meratnia, N; Havinga, PJM; Stahl, J; Toxopeus, AG",Satellite- versus temperature-derived green wave indices for predicting the timing of spring migration of avian herbivores,ECOLOGICAL INDICATORS,2015,58,NA,10.1016/j.ecolind.2015.06.005,J,tjl,NA,TRUE
tjl,whetten2021,doi.org/10.1002/ece3.8294,M,FALSE,W,Y,L,Panthera,onca,T,N,Y,Y,NA,"Whetten, AB",Smoothing splines of apex predator movement: Functional modeling strategies for exploring animal behavior and social interactions,ECOLOGY AND EVOLUTION,2021,11,24,10.1002/ece3.8294,J,tjl,NA,TRUE
tjl,watt2015,doi.org/10.3354/meps11202,S,TRUE,W,N,L,Monodon,monoceros,M,N,N,N,NA,"Watt, CA; Orr, JR; Heide-Jorgensen, MP; Nielsen, NH; Ferguson, SH",Differences in dive behaviour among the world's three narwhal Monodon monoceros populations correspond with dietary differences,MARINE ECOLOGY PROGRESS SERIES,2015,525,NA,10.3354/meps11202,J,tjl,NA,TRUE
tjl,tucker2014,doi.org/10.3354/meps10655,S,TRUE,W,N,L,Caretta,caretta,M,N,N,Y,NA,"Tucker, AD; MacDonald, BD; Seminoff, JA",Foraging site fidelity and stable isotope values of loggerhead turtles tracked in the Gulf of Mexico and northwest Caribbean,MARINE ECOLOGY PROGRESS SERIES,2014,502,NA,10.3354/meps10655,J,tjl,NA,TRUE
tjl,williams2022a,doi.org/10.3390/ani12182393,S,TRUE,D,N,I,Ovis,aries,T,N,Y,N,NA,"Williams, EG; Davis, CN; Williams, M; Jones, DL; Cutress, D; Williams, HW; Brophy, PM; Rose, MT; Stuart, RB; Jones, RA",Associations between Gastrointestinal Nematode Infection Burden and Lying Behaviour as Measured by Accelerometers in Periparturient Ewes,ANIMALS,2022,12,18,10.3390/ani12182393,J,tjl,NA,TRUE
tjl,curnick2022,doi.org/10.1002/rse2.239,R,FALSE,NA,Y,NA,NA,NA,NA,NA,NA,Y,NA,"Curnick, DJ; Davies, AJ; Duncan, C; Freeman, R; Jacoby, DMP; Shelley, HTE; Rossi, C; Wearn, OR; Williamson, MJ; Pettorelli, N",SmallSats: a new technological frontier in ecology and conservation?,REMOTE SENSING IN ECOLOGY AND CONSERVATION,2022,8,2,10.1002/rse2.239,J,tjl,NA,TRUE
tjl,calambokidis2019,doi.org/10.3389/fmars.2019.00543,S,FALSE,W,Y,IL,Balaenoptera,musculus,M,Y,Y,N,NA,"Calambokidis, J; Fahlbusch, JA; Szesciorka, AR; Southall, BL; Cade, DE; Friedlaender, AS; Goldbogen, JA","Differential Vulnerability to Ship Strikes Between Day and Night for Blue, Fin, and Humpback Whales Based on Dive and Movement Data From Medium Duration Archival Tags",FRONTIERS IN MARINE SCIENCE,2019,6,NA,10.3389/fmars.2019.00543,J,tjl,NA,TRUE
tjl,bryce2022,doi.org/10.1186/s40317-021-00272-w,S,TRUE,W,Y,IL,Canis,lupus,T,N,Y,N,NA,"Bryce, CM; Dunford, CE; Pagano, AM; Wang, YW; Borg, BL; Arthur, SM; Williams, TM",Environmental correlates of activity and energetics in a wide-ranging social carnivore,ANIMAL BIOTELEMETRY,2022,10,1,10.1186/s40317-021-00272-w,J,tjl,NA,TRUE
tjl,adams2012,doi.org/10.1016/j.biocon.2011.12.032,S,TRUE,W,N,L,Puffinus,griseus,M,N,N,Y,NA,"Adams, J; MacLeod, C; Suryan, RM; Hyrenbach, KD; Harvey, JT",Summer-time use of west coast US National Marine Sanctuaries by migrating sooty shearwaters (Puffinus griseus),BIOLOGICAL CONSERVATION,2012,156,NA,10.1016/j.biocon.2011.12.032,J,tjl,NA,TRUE
tjl,pay2022,doi.org/10.1016/j.biocon.2022.109743,S,FALSE,W,N,L,Aquila,audax,T,N,NA,Y,NA,"Pay, JM; Patterson, TA; Proft, KM; Cameron, EZ; Hawkins, CE; Koch, AJ; Wiersma, JM; Katzner, TE",Considering behavioral state when predicting habitat use: Behavior-specific spatial models for the endangered Tasmanian wedge-tailed eagle,BIOLOGICAL CONSERVATION,2022,274,NA,10.1016/j.biocon.2022.109743,J,tjl,NA,TRUE
tjl,bourgoin2009,doi.org/10.1007/s10344-009-0284-1,S,TRUE,WD,N,IL,Ovis,gmelini musimon,T,Y,N,Y,"Free-ranging, feral subspecies of domestic sheep","Bourgoin, G; Garel, M; Dubray, D; Maillard, D; Gaillard, JM",What determines global positioning system fix success when monitoring free-ranging mouflon?,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,2009,55,6,10.1007/s10344-009-0284-1,J,tjl,NA,TRUE
tjl,nelson2008,doi.org/10.22621/cfn.v122i3.602,S,FALSE,W,N,L,Odocoileus,virginianus,T,N,N,N,NA,"Nelson, ME; Sargeant, GA","Spatial Interactions of Yarded White-tailed Deer, Odocoileus virginianus",CANADIAN FIELD-NATURALIST,2008,122,3,10.22621/cfn.v122i3.602,J,tjl,NA,TRUE
tjl,comte2020,doi.org/10.1016/j.gecco.2020.e00993,S,TRUE,W,Y,L,Sarcophilus,harrisii,T,N,Y,Y,NA,"Comte, S; Carver, S; Hamede, R; Jones, M",Changes in spatial organization following an acute epizootic: Tasmanian devils and their transmissible cancer,GLOBAL ECOLOGY AND CONSERVATION,2020,22,NA,10.1016/j.gecco.2020.e00993,J,tjl,NA,TRUE
tjl,thiebault2021,doi.org/10.1186/s40317-021-00251-1,SR,TRUE,W,Y,I,Morus,capensis,MT,N,Y,N,NA,"Thiebault, A; Huetz, C; Pistorius, P; Aubin, T; Charrier, I",Animal-borne acoustic data alone can provide high accuracy classification of activity budgets,ANIMAL BIOTELEMETRY,2021,9,1,10.1186/s40317-021-00251-1,J,tjl,NA,TRUE
tjl,schorr2022,doi.org/10.3389/fmars.2022.854893,S,TRUE,W,Y,L,Orcinus,orca,M,N,Y,N,NA,"Schorr, GS; Hanson, MB; Falcone, EA; Emmons, CK; Jarvis, SM; Andrews, RD; Keen, EM",Movements and Diving Behavior of the Eastern North Pacific Offshore Killer Whale (Orcinus orca),FRONTIERS IN MARINE SCIENCE,2022,9,NA,10.3389/fmars.2022.854893,J,tjl,NA,TRUE
tjl,mitamura2022a,doi.org/10.1007/s10641-021-01153-0,S,FALSE,W,N,L,Pseudopleuronectes,yokohamae,M,N,Y,N,NA,"Mitamura, H; Nishizawa, H; Mitsunaga, Y; Tanaka, K; Takagi, J; Noda, T; Tsujimura, H; Omi, H; Sakurai, R; Sato, M; Arai, N; Hori, M",Attraction of an artificial reef: a migratory demersal flounder remains in shallow water under high temperature conditions in summer,ENVIRONMENTAL BIOLOGY OF FISHES,2022,105,12,10.1007/s10641-021-01153-0,J,tjl,NA,TRUE
tjl,bradsworth2017,doi.org/10.1016/j.biocon.2017.06.039,S,FALSE,W,Y,L,Ninox,strenua,T,N,Y,Y,NA,"Bradsworth, N; White, JG; Isaac, B; Cooke, R",Species distribution models derived from citizen science data predict the fine scale movements of owls in an urbanizing landscape,BIOLOGICAL CONSERVATION,2017,213,NA,10.1016/j.biocon.2017.06.039,J,tjl,NA,TRUE
tjl,ishii2019,doi.org/10.1186/s40317-019-0180-8,S,FALSE,W,N,L,Procyon,lotor,T,N,N,N,NA,"Ishii, H; Yamazaki, K; Noonan, MJ; Buesching, CD; Newman, C; Kaneko, Y",Testing cellular phone-enhanced GPS tracking technology for urban carnivores,ANIMAL BIOTELEMETRY,2019,7,1,10.1186/s40317-019-0180-8,J,tjl,NA,TRUE
tjl,webb2013a,doi.org/10.2981/12-038,S,TRUE,W,Y,L,Odocoileus,hemionus,T,N,N,Y,NA,"Webb, SL; Dzialak, MR; Mudd, JP; Winstead, JB",Developing spatially-explicit weighting factors to account for bias associated with missed GPS fixes in resource selection studies,WILDLIFE BIOLOGY,2013,19,3,10.2981/12-038,J,tjl,NA,TRUE
tjl,cullen2022,doi.org/10.1111/2041-210X.13745,M,FALSE,W,N,L,Rostrhamus,sociabilis,T,N,N,N,NA,"Cullen, JA; Poli, CL; Fletcher, RJ; Valle, D","Identifying latent behavioural states in animal movement with M4, a nonparametric Bayesian method",METHODS IN ECOLOGY AND EVOLUTION,2022,13,2,10.1111/2041-210X.13745,J,tjl,NA,TRUE
tjl,hollingdale2018,doi.org/10.1371/journal.pone.0208202,S,FALSE,D,Y,L,Ovis,aries,T,Y,Y,Y,Other species: Cervus elaphus scoticus; data available in supporting information of the original paper they are from (Perez-Barberia et al. 2015),"Hollingdale, E; Perez-Barberia, FJ; Walker, DM",Inferring symmetric and asymmetric interactions between animals and groups from positional data,PLOS ONE,2018,13,12,10.1371/journal.pone.0208202,J,tjl,NA,TRUE
tjl,donaldson2013,doi.org/10.1139/cjfas-2012-0218,M,FALSE,W,N,I,Oncorhynchus,gorbuscha,A,Y,N,Y,Other species: Oncorhynchus nerka,"Donaldson, MR; Raby, GD; Nguyen, VN; Hinch, SG; Patterson, DA; Farrell, AP; Rudd, MA; Thompson, LA; O'Connor, CM; Colotelo, AH; McConnachie, SH; Cook, KV; Robichaud, D; English, KK; Cooke, SJ","Evaluation of a simple technique for recovering fish from capture stress: integrating physiology, biotelemetry, and social science to solve a conservation problem",CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,2013,70,1,10.1139/cjfas-2012-0218,J,tjl,NA,TRUE
tjl,haulsee2016,doi.org/10.1371/journal.pone.0148617,M,FALSE,W,N,L,Carcharias,taurus,M,N,Y,N,NA,"Haulsee, DE; Fox, DA; Breece, MW; Clauss, TM; Oliver, MJ",Implantation and Recovery of Long-Term Archival Transceivers in a Migratory Shark with High Site Fidelity,PLOS ONE,2016,11,2,10.1371/journal.pone.0148617,J,tjl,NA,TRUE
tjl,vanderhoop2014,doi.org/10.1242/jeb.108225,S,FALSE,C,Y,IL,Tursiops,truncatus,M,N,Y,N,"Novel data, but transmitter, not sensor","van der Hoop, JM; Fahlman, A; Hurst, T; Rocho-Levine, J; Shorter, KA; Petrov, V; Moore, MJ",Bottlenose dolphins modify behavior to reduce metabolic effect of tag attachment,JOURNAL OF EXPERIMENTAL BIOLOGY,2014,217,23,10.1242/jeb.108225,J,tjl,NA,TRUE
tjl,robinson2008,doi.org/10.1002/aqc.972,S,TRUE,W,N,L,Arctocephalus,pusillus doriferus,M,N,Y,Y,"Seals were trapped on farms, then released into the wild and monitored as they returned to the farms","Robinson, S; Gales, R; Terauds, A; Greenwood, M",Movements of fur seals following relocation from fish farms,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,2008,18,7,10.1002/aqc.972,J,tjl,NA,TRUE
tjl,fujisaki2020,doi.org/10.3354/esr01059,S,FALSE,W,Y,L,Lepidochelys,kempii,M,Y,NA,NA,Other species: Caretta caretta; biologging data collected 11-12 years before paper was published,"Fujisaki, I; Hart, KM; Bucklin, D; Iverson, AR; Rubio, C; Lamont, MM; Miron, RDGD; Burchfield, PM; Pena, J; Shaver, DJ",Predicting multi-species foraging hotspots for marine turtles in the Gulf of Mexico,ENDANGERED SPECIES RESEARCH,2020,43,NA,10.3354/esr01059,J,tjl,NA,TRUE
tjl,ware2016,doi.org/10.1371/journal.pone.0157326,S,TRUE,W,N,I,Eumetopias,jubatus,M,N,Y,N,NA,"Ware, C; Trites, AW; Rosen, DAS; Potvin, J","Averaged Propulsive Body Acceleration (APBA) Can Be Calculated from Biologging Tags That Incorporate Gyroscopes and Accelerometers to Estimate Swimming Speed, Hydrodynamic Drag and Energy Expenditure for Steller Sea Lions",PLOS ONE,2016,11,6,10.1371/journal.pone.0157326,J,tjl,NA,TRUE
tjl,anderson2012,doi.org/10.1071/RJ11062,S,TRUE,D,NA,L,Bos,taurus,T,N,NA,NA,"Unable to access through UW, but here is the information I could gather from the abstract","Anderson, DM; Winters, C; Estell, RE; Fredrickson, EL; Doniec, M; Detweiler, C; Rus, D; James, D; Nolen, B",Characterising the spatial and temporal activities of free-ranging cows from GPS data,RANGELAND JOURNAL,2012,34,2,10.1071/RJ11062,J,tjl,NA,TRUE
tjl,subedi2020,doi.org/10.1111/ibi.12799,S,TRUE,W,NA,L,Gypaetus,barbatus,T,N,Y,Y,NA,"Subedi, TR; Perez-Garcia, JM; Sah, SAM; Gurung, S; Baral, HS; Poudyal, LP; Lee, H; Thomsett, S; Virani, MZ; Anadon, JD",Spatial and temporal movement of the Bearded Vulture using GPS telemetry in the Himalayas of Nepal,IBIS,2020,162,2,10.1111/ibi.12799,J,tjl,NA,TRUE
tjl,bagniewska2013,doi.org/10.1093/beheco/ars217,S,FALSE,W,Y,L,Neovison,vison,TA,N,Y,N,semi-aquatic,"Bagniewska, JM; Hart, T; Harrington, LA; Macdonald, DW",Hidden Markov analysis describes dive patterns in semiaquatic animals,BEHAVIORAL ECOLOGY,2013,24,3,10.1093/beheco/ars217,J,tjl,NA,TRUE
tjl,wilson2021,doi.org/10.1098/rspb.2021.2005,M,TRUE,WD,N,IL,Panthera,leo,T,Y,Y,N,"Other species: cheetah, domestic dog, and more","Wilson, RP; Rose, KA; Gunner, R; Holton, MD; Marks, NJ; Bennett, NC; Bell, SH; Twining, JP; Hesketh, J; Duarte, CM; Bezodis, N; Jezek, M; Painter, M; Silovsky, V; Crofoot, MC; Harel, R; Arnould, JPY; Allan, BM; Whisson, DA; Alagaili, A; Scantlebury, DM",Animal lifestyle affects acceptable mass limits for attached tags,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2021,288,1961,10.1098/rspb.2021.2005,J,tjl,NA,TRUE
tjl,mason2017,doi.org/10.1111/1365-2656.12682,S,TRUE,W,Y,L,Rangifer,tarandus,T,N,Y,Y,NA,"Mason, THE; Fortin, D",Functional responses in animal movement explain spatial heterogeneity in animal-habitat relationships,JOURNAL OF ANIMAL ECOLOGY,2017,86,4,10.1111/1365-2656.12682,J,tjl,NA,TRUE
tjl,holland2009,doi.org/10.1644/09-MAMM-S-086R2.1,R,FALSE,W,Y,L,Tadarida,brasiliensis,T,Y,NA,Y,Other bat species,"Holland, RA; Wikelski, M",STUDYING THE MIGRATORY BEHAVIOR OF INDIVIDUAL BATS: CURRENT TECHNIQUES AND FUTURE DIRECTIONS,JOURNAL OF MAMMALOGY,2009,90,6,10.1644/09-MAMM-S-086R2.1,J,tjl,NA,TRUE
tjl,luu2013,doi.org/10.1016/j.applanim.2013.07.004,S,TRUE,D,N,I,Bos,taurus,T,N,N,N,NA,"Luu, J; Johnsen, JF; de Passille, AM; Rushen, J",Which measures of acceleration best estimate the duration of locomotor play by dairy calves?,APPLIED ANIMAL BEHAVIOUR SCIENCE,2013,148,1672617600,10.1016/j.applanim.2013.07.004,J,tjl,NA,TRUE
tjl,liu2019b,doi.org/10.1016/j.fishres.2019.01.019,M,TRUE,W,Y,L,Gadus,morhua,M,Y,N,Y,NA,"Liu, C; Cowles, GW; Zemeckis, DR; Fay, G; Le Bris, A; Cadrin, SX",A hardware-accelerated particle filter for the geolocation of demersal fishes,FISHERIES RESEARCH,2019,213,NA,10.1016/j.fishres.2019.01.019,J,tjl,NA,TRUE
tjl,mosser2014,doi.org/10.1111/1365-2656.12187,S,TRUE,WC,N,IL,Rangifer,tarandus,T,N,N,N,NA,"Mosser, AA; Avgar, T; Brown, GS; Walker, CS; Fryxell, JM",Towards an energetic landscape: broad-scale accelerometry in woodland caribou,JOURNAL OF ANIMAL ECOLOGY,2014,83,4,10.1111/1365-2656.12187,J,tjl,NA,TRUE
tjl,elliott2013,doi.org/10.1098/rsbl.2012.0919,S,TRUE,W,N,I,Uria,lomvia,MT,N,N,N,NA,"Elliott, KH; Le Vaillant, M; Kato, A; Speakman, JR; Ropert-Coudert, Y",Accelerometry predicts daily energy expenditure in a bird with high activity levels,BIOLOGY LETTERS,2013,9,1,10.1098/rsbl.2012.0919,J,tjl,NA,TRUE
tjl,rutledge2015,doi.org/10.1002/jwmg.924,S,TRUE,W,N,L,Branta,canadensis,T,N,N,N,NA,"Rutledge, ME; Moorman, CE; Washburn, BE; Deperno, CS",Evaluation of Resident Canada Goose Movements to Reduce the Risk of Goose-Aircraft Collisions at Suburban Airports,JOURNAL OF WILDLIFE MANAGEMENT,2015,79,7,10.1002/jwmg.924,J,tjl,NA,TRUE
tjl,nordstrom2013b,doi.org/10.1016/j.dsr2.2012.07.010,S,TRUE,W,NA,L,Callorhinus,ursinus,M,N,Y,N,NA,"Nordstrom, CA; Battaile, BC; Cotte, C; Trites, AW",Foraging habitats of lactating northern fur seals are structured by thermocline depths and submesoscale fronts in the eastern Bering Sea,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,2013,NA,NA,10.1016/j.dsr2.2012.07.010,J,tjl,NA,TRUE
tjl,gauld2022,doi.org/10.1111/1365-2664.14160,S,FALSE,W,Y,L,Platalea,leucorodia,T,Y,Y,Y,NA,"Gauld, JG; Silva, JP; Atkinson, PW; Record, P; Acacio, M; Arkumarev, V; Blas, J; Bouten, W; Burton, N; Catry, I; Champagnon, J; Clewley, GD; Dagys, M; Duriez, O; Exo, KM; Fiedler, W; Flack, A; Friedemann, G; Fritz, J; Garcia-Ripolles, C; Garthe, S; Giunchi, D; Grozdanov, A; Harel, R; Humphreys, EM; Janssen, R; Kolzsch, A; Kulikova, O; Lameris, TK; Lopez-Lopez, P; Masden, EA; Monti, F; Nathan, R; Nikolov, S; Oppel, S; Peshev, H; Phipps, L; Pokrovsky, I; Ross-Smith, VH; Saravia, V; Scragg, ES; Sforzi, A; Stoynov, E; Thaxter, C; Van Steelant, W; Toor, M; Vorneweg, B; Waldenstrom, J; Wikelski, M; Zydelis, R; Franco, AMA",Hotspots in the grid: Avian sensitivity and vulnerability to collision risk from energy infrastructure interactions in Europe and North Africa,JOURNAL OF APPLIED ECOLOGY,2022,59,6,10.1111/1365-2664.14160,J,tjl,NA,TRUE
tjl,borowik2021,doi.org/10.1007/s00265-021-03059-4,S,TRUE,W,NA,L,Alces,alces,T,N,Y,Y,NA,"Borowik, T; Kowalczyk, R; Maslanko, W; Duda, N; Ratkiewicz, M",Annual movement strategy predicts within-season space use by moose,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,2021,75,8,10.1007/s00265-021-03059-4,J,tjl,NA,TRUE
tjl,arshad2022,doi.org/10.3390/su14106249,M,FALSE,D,NA,I,Bos,taurus,T,N,N,N,NA,"Arshad, J; Rehman, AU; Ben Othman, MT; Ahmad, M; Bin Tariq, H; Khalid, MA; Moosa, MAR; Shafiq, M; Hamam, H",Deployment of Wireless Sensor Network and IoT Platform to Implement an Intelligent Animal Monitoring System,SUSTAINABILITY,2022,14,10,10.3390/su14106249,J,tjl,NA,TRUE
tjl,zhang2017,doi.org/10.1002/ece3.2873,S,TRUE,C,NA,I,Ailuropoda,melanoleuca,T,N,N,Y,"Pandas are in a fenced off nature reserve, so I put this paper as C under context","Zhang, JD; Hull, V; Ouyang, ZY; He, L; Connor, T; Yang, HB; Huang, JY; Zhou, SQ; Zhang, ZJ; Zhou, CQ; Zhang, HM; Liu, JG",Modeling activity patterns of wildlife using time-series analysis,ECOLOGY AND EVOLUTION,2017,7,8,10.1002/ece3.2873,J,tjl,NA,TRUE
tjl,palm2015,doi.org/10.1186/s40462-015-0029-6,S,FALSE,W,NA,L,Anser,indicus,T,Y,Y,Y,NA,"Palm, EC; Newman, SH; Prosser, DJ; Xiao, XM; Ze, L; Batbayar, N; Balachandran, S; Takekawa, JY",Mapping migratory flyways in Asia using dynamic Brownian bridge movement models,MOVEMENT ECOLOGY,2015,3,NA,10.1186/s40462-015-0029-6,J,tjl,NA,TRUE
tjl,peters2022,doi.org/10.1111/jbi.14483,S,TRUE,W,NA,L,Gyps,africanus,T,N,Y,Y,NA,"Peters, NM; Beale, CM; Bracebridge, C; Mgumba, MP; Kendall, CJ",Combining models for animal tracking: Defining behavioural states to understand space use for conservation,JOURNAL OF BIOGEOGRAPHY,2022,49,11,10.1111/jbi.14483,J,tjl,NA,TRUE
tjl,studd2019,doi.org/10.1002/ece3.4786,S,TRUE,W,NA,I,Tamiasciurus,hudsonicus,T,N,Y,N,NA,"Studd, EK; Landry-Cuerrier, M; Menzies, AK; Boutin, S; McAdam, AG; Lane, JE; Humphries, MM",Behavioral classification of low-frequency acceleration and temperature data from a free-ranging small mammal,ECOLOGY AND EVOLUTION,2019,9,1,10.1002/ece3.4786,J,tjl,NA,TRUE
tjl,hart2018b,doi.org/10.3389/fmars.2018.00336,S,TRUE,W,NA,L,Lepidochelys,kempii,M,Y,N,Y,NA,"Hart, KM; Iverson, AR; Fujisaki, I; Lamont, MM; Bucklin, D; Shaver, DJ",Marine Threats Overlap Key Foraging Habitat for Two Imperiled Sea Turtle Species in the Gulf of Mexico,FRONTIERS IN MARINE SCIENCE,2018,5,NA,10.3389/fmars.2018.00336,J,tjl,NA,TRUE
tjl,kappes2015,doi.org/10.1186/s40462-015-0063-4,S,FALSE,W,NA,L,Phoebastria,immutabilis,M,Y,Y,N,NA,"Kappes, MA; Shaffer, SA; Tremblay, Y; Foley, DG; Palacios, DM; Bograd, SJ; Costa, DP","Reproductive constraints influence habitat accessibility, segregation, and preference of sympatric albatross species",MOVEMENT ECOLOGY,2015,3,NA,10.1186/s40462-015-0063-4,J,tjl,NA,TRUE
tjl,mcclintock2012,doi.org/10.1890/11-0326.1,M,TRUE,W,NA,L,Halichoerus,grypus,M,N,N,N,NA,"McClintock, BT; King, R; Thomas, L; Matthiopoulos, J; McConnell, BJ; Morales, JM",A general discrete-time modeling framework for animal movement using multistate random walks,ECOLOGICAL MONOGRAPHS,2012,82,3,10.1890/11-0326.1,J,tjl,NA,TRUE
acn,epstein2009,doi.org/10.1111/j.1365-2664.2009.01699.x,S,TRUE,W,Y,L,Pteropus,vampyrus,T,N,N,Y,"I'm not sure if the external data was publicly shared or shared directly with authors for this study. ""Annual hunting license sales reported by state offices were provided
for 2002–2005 by Perhilitan (Department of Wildlife and National Parks). Monthly license sales and hunter demographic data were provided by state offices only for 2002–2004""","Epstein, JH; Olival, KJ; Pulliam, JRC; Smith, C; Westrum, J; Hughes, T; Dobson, AP; Zubaid, A; Rahman, SA; Basir, MM; Field, HE; Daszak, P","Pteropus vampyrus, a hunted migratory species with a multinational home-range and a need for regional management",JOURNAL OF APPLIED ECOLOGY,2009,46,5,10.1111/j.1365-2664.2009.01699.x,J,acn,NA,TRUE
acn,white2017,doi.org/10.1016/j.biocon.2017.01.009,S,TRUE,W,N,L,Carcharhinus,amblyrhynchos,M,N,N,Y,NA,"White, TD; Carlisle, AB; Kroodsma, DA; Block, BA; Casagrandi, R; De Leo, GA; Gatto, M; Michell, F; McCauley, DJ",Assessing the effectiveness of a large marine protected area for reef shark conservation,BIOLOGICAL CONSERVATION,2017,207,NA,10.1016/j.biocon.2017.01.009,J,acn,NA,TRUE
acn,westdal2013,doi.org/10.1007/s00300-013-1342-4,S,TRUE,W,N,L,Monodon,monoceros,M,N,N,N,"They include the mean and sd for time at 0-2m depth for correcting aerial surveys, but do not provide the full raw data (table 2)","Westdal, KH; Richard, PR; Orr, JR",Availability bias in population survey of Northern Hudson Bay narwhal (Monodon monoceros),POLAR BIOLOGY,2013,36,9,10.1007/s00300-013-1342-4,J,acn,NA,TRUE
acn,wilson2019,doi.org/10.1111/1749-4877.12328,S,TRUE,W,N,I,Meles,meles,T,Y,N,N,NA,"Wilson, RP; Holton, M; Wilson, VL; Gunner, R; Tysse, B; Wilson, GI; Quintana, F; Duarte, C; Scantlebury, DM",Towards informed metrics for examining the role of human-induced animal responses in tag studies on wild animals,INTEGRATIVE ZOOLOGY,2019,14,1,10.1111/1749-4877.12328,J,acn,NA,TRUE
